河南,290996.7438
湖南,180355.8624
安徽,116565.3804
江西,108285.7289
广东,102738.0917
江苏,75368.93196
重庆,64528.08936
四川,63233.982
山东,55996.45464
浙江,54839.46888
河北,47177.3988
福建,45952.96524
北京,43869.7854
广西,40184.46432
陕西,37055.95488
上海,34001.74932
山西,30993.80004
贵州,28003.3026
云南,26862.43308
海南,19416.68568
甘肃,17644.12188
辽宁,16742.45832
黑龙江,14159.76408
新疆,10219.7886
内蒙古,9137.37384
吉林,8721.37896
天津,7645.73124
宁夏,4131.6786
青海,0
西藏,0
香港,0
澳门,0
台湾,0
